Instance,Terminal,Layer,X location,Y location,Voltage
_145_,VSS,Metal1,65.4350,60.2270,0.000193
_144_,VSS,Metal1,26.3180,59.7950,0.000151
_143_,VSS,Metal1,28.9550,60.2270,0.000151
_142_,VSS,Metal1,28.2380,38.4840,0.000447
_141_,VSS,Metal1,30.8750,38.0520,0.000489
_140_,VSS,Metal1,61.8380,23.3640,0.000211
_139_,VSS,Metal1,60.9250,45.6120,0.000380
_138_,VSS,Metal1,55.7610,61.1640,0.000189
_137_,VSS,Metal1,49.2850,60.7320,0.000185
_136_,VSS,Metal1,27.2780,52.2350,0.000261
_135_,VSS,Metal1,29.9150,52.6670,0.000261
_134_,VSS,Metal1,38.3180,53.6040,0.000269
_133_,VSS,Metal1,36.9250,52.6670,0.000267
_132_,VSS,Metal1,41.1980,74.9150,0.000179
_131_,VSS,Metal1,38.2450,60.7320,0.000152
_130_,VSS,Metal1,21.0380,21.9950,0.000206
_129_,VSS,Metal1,27.5150,30.4920,0.000453
_128_,VSS,Metal1,45.1000,52.6300,0.000275
_127_,VSS,Metal1,14.3180,61.1640,0.000152
_126_,VSS,Metal1,27.9950,53.1720,0.000261
_125_,VSS,Metal1,22.1610,23.3640,0.000206
_124_,VSS,Metal1,26.2450,29.9870,0.000453
_123_,VSS,Metal1,53.3610,44.6750,0.000380
_122_,VSS,Metal1,49.4050,52.6670,0.000276
_121_,VSS,Metal1,57.0380,82.4750,0.000008
_120_,VSS,Metal1,62.0750,52.6670,0.000300
_119_,VSS,Metal1,30.6380,61.1640,0.000152
_118_,VSS,Metal1,36.6350,60.7320,0.000152
_117_,VSS,Metal1,26.7980,46.0440,0.000363
_116_,VSS,Metal1,30.8750,37.5470,0.000489
_115_,VSS,Metal1,47.0100,37.4250,0.000509
_114_,VSS,Metal1,51.2780,44.6750,0.000378
_113_,VSS,Metal1,54.2750,22.9320,0.000210
_112_,VSS,Metal1,58.4780,59.7950,0.000190
_111_,VSS,Metal1,61.5950,45.1070,0.000380
_110_,VSS,Metal1,23.9180,52.2350,0.000258
_109_,VSS,Metal1,30.3950,53.1720,0.000261
_108_,VSS,Metal1,34.5300,52.5450,0.000266
_107_,VSS,Metal1,59.4380,21.9950,0.000210
_106_,VSS,Metal1,44.1250,30.4920,0.000537
_105_,VSS,Metal1,42.1580,61.1640,0.000152
_104_,VSS,Metal1,50.2450,60.2270,0.000186
_103_,VSS,Metal1,38.8500,38.1750,0.000501
_102_,VSS,Metal1,48.0300,53.2950,0.000276
_101_,VSS,Metal1,27.7580,23.3640,0.000206
_100_,VSS,Metal1,29.9150,45.6120,0.000366
_099_,VSS,Metal1,49.9270,37.5140,0.000509
_098_,VSS,Metal1,34.1310,30.4200,0.000500
_097_,VSS,Metal1,35.5270,38.0850,0.000498
_096_,VSS,Metal1,47.5000,52.6300,0.000276
B\[9\]$_SDFFE_PP1P_,VSS,Metal1,15.7350,67.7470,0.000697
B\[8\]$_SDFFE_PP1P_,VSS,Metal1,14.5050,30.5320,0.000478
B\[7\]$_SDFFE_PP1P_,VSS,Metal1,65.3850,53.2120,0.000300
B\[6\]$_SDFFE_PP1P_,VSS,Metal1,52.9050,75.3070,0.000179
B\[5\]$_SDFFE_PP1P_,VSS,Metal1,30.3450,68.3320,0.000692
B\[4\]$_SDFFE_PP1P_,VSS,Metal1,15.2550,38.0920,0.000446
B\[3\]$_SDFFE_PP1P_,VSS,Metal1,69.2250,38.0920,0.000512
B\[2\]$_SDFFE_PP1P_,VSS,Metal1,63.4650,67.7470,0.000703
B\[1\]$_SDFFE_PP1P_,VSS,Metal1,15.2550,52.6270,0.000262
B\[11\]$_SDFFE_PP1P_,VSS,Metal1,37.7940,60.1260,0.000152
B\[10\]$_SDFFE_PP1P_,VSS,Metal1,41.3850,75.8920,0.000179
B\[0\]$_SDFFE_PP1P_,VSS,Metal1,25.5450,15.4120,0.000056
BN\[9\]$_SDFFE_PP1P_,VSS,Metal1,15.7350,68.3320,0.000697
BN\[8\]$_SDFFE_PP1P_,VSS,Metal1,14.7750,29.9470,0.000478
BN\[7\]$_SDFFE_PP1P_,VSS,Metal1,69.2250,52.6270,0.000300
BN\[6\]$_SDFFE_PP1P_,VSS,Metal1,54.8250,68.3320,0.000701
BN\[5\]$_SDFFE_PP1P_,VSS,Metal1,30.3450,75.3070,0.000178
BN\[4\]$_SDFFE_PP1P_,VSS,Metal1,15.2550,45.0670,0.000362
BN\[3\]$_SDFFE_PP1P_,VSS,Metal1,68.2650,37.5070,0.000512
BN\[2\]$_SDFFE_PP1P_,VSS,Metal1,70.1850,60.7720,0.000193
BN\[1\]$_SDFFE_PP1P_,VSS,Metal1,15.2550,53.2120,0.000262
BN\[11\]$_SDFFE_PP1P_,VSS,Metal1,62.9850,29.9470,0.000542
BN\[10\]$_SDFFE_PP1P_,VSS,Metal1,44.2650,67.7470,0.000701
BN\[0\]$_SDFFE_PP1P_,VSS,Metal1,28.4250,22.3870,0.000206
